timestamp,severity,score,country,attack_type,mitre,source_ip,target_system
2026-02-02 01:20:39.415594,Medium,53,US,Spam,T1566,29.132.155.149,Email Server
2026-02-02 01:23:06.415594,Medium,57,TH,Directory Traversal,T1083,182.239.160.138,Web Server
2026-02-02 01:29:12.415594,Medium,54,US,Directory Traversal,T1083,189.97.255.86,Application Server
2026-02-02 01:29:46.415594,Medium,69,BR,Reconnaissance,T1592,203.231.27.59,Web Server
2026-02-02 01:33:02.415594,Medium,65,SA,Spam,T1566,128.46.131.171,Email Server
2026-02-02 01:39:18.415594,High,89,US,Command Injection,T1059,94.4.135.197,Web Application
2026-02-02 01:40:46.415594,Low,25,TR,Suspicious Activity,T1595,215.192.89.179,Network Infrastructure
2026-02-02 01:41:10.415594,Low,33,AT,Cryptojacking,T1496,136.85.47.17,End User
2026-02-02 01:48:02.415594,Medium,62,FR,Directory Traversal,T1083,41.162.43.182,Web Server
2026-02-02 01:49:13.415594,High,81,US,Port Scanning,T1046,59.143.115.39,Router
2026-02-02 01:51:53.415594,Medium,54,RU,Reconnaissance,T1592,126.236.140.13,WHOIS Server
2026-02-02 01:58:44.415594,Medium,72,IN,Phishing,T1566,216.138.63.220,End User
2026-02-02 02:00:10.415594,High,75,JP,Command Injection,T1059,190.59.116.254,API Gateway
2026-02-02 02:03:30.415594,High,86,IN,Port Scanning,T1046,117.67.67.158,Firewall
2026-02-02 02:04:45.415594,Medium,54,CN,Phishing,T1566,156.15.129.171,Mail Gateway
2026-02-02 02:06:19.415594,Critical,100,CN,Malware Distribution,T1204,53.152.99.9,CDN
2026-02-02 02:08:55.415594,High,79,KR,XSS Attack,T1059,16.226.74.138,API Gateway
2026-02-02 02:18:22.415594,Medium,65,IN,Spam,T1566,194.79.242.132,SMTP Server
2026-02-02 02:20:09.415594,Medium,67,BR,Directory Traversal,T1083,215.200.48.35,Web Server
2026-02-02 02:22:43.415594,Low,38,NL,Cryptojacking,T1496,108.63.53.10,Cloud Instance
2026-02-02 02:24:59.415594,Low,31,BR,Suspicious Activity,T1595,142.200.241.184,IDS/IPS
2026-02-02 02:25:48.415594,Medium,74,BR,Phishing,T1566,28.66.75.162,Mail Gateway
2026-02-02 02:26:23.415594,Critical,94,FR,DDoS,T1498,212.92.129.116,API Gateway
2026-02-02 02:27:40.415594,Medium,61,BR,Reconnaissance,T1592,194.165.165.67,Web Server
2026-02-02 02:29:03.415594,Medium,70,FR,Phishing,T1566,50.243.147.160,Mail Gateway
2026-02-02 02:29:52.415594,Low,34,JP,Policy Violation,T1071,109.74.198.149,Proxy Server
2026-02-02 02:34:01.415594,Medium,61,US,Reconnaissance,T1592,7.9.95.235,Web Server
2026-02-02 02:34:01.415594,Medium,56,DE,Phishing,T1566,69.10.83.249,Email Server
2026-02-02 02:35:06.415594,High,81,RU,Command Injection,T1059,58.252.69.91,API Gateway
2026-02-02 02:36:57.415594,Critical,92,RU,Malware Distribution,T1204,58.191.112.236,Web Server
2026-02-02 02:40:07.415594,Medium,67,RU,Reconnaissance,T1592,99.216.88.125,DNS Server
2026-02-02 02:41:33.415594,Critical,100,PL,DDoS,T1498,211.139.158.166,API Gateway
2026-02-02 02:51:09.415594,Critical,100,BR,Brute Force,T1110,97.36.199.213,SSH Server
2026-02-02 02:58:00.415594,Medium,57,CN,Directory Traversal,T1083,63.171.48.181,File Server
2026-02-02 03:08:37.415594,Critical,93,GB,Brute Force,T1110,23.124.91.241,Web Application
2026-02-02 03:10:42.415594,Critical,94,NL,DDoS,T1498,148.175.217.247,DNS Server
2026-02-02 03:12:56.415594,Low,49,US,Policy Violation,T1071,179.172.186.211,Proxy Server
2026-02-02 03:21:29.415594,Medium,58,IN,Spam,T1566,219.217.219.118,Mail Gateway
2026-02-02 03:24:34.415594,High,89,KR,SQL Injection,T1190,49.17.144.134,Web Application
2026-02-02 03:25:37.415594,Medium,61,US,Spam,T1566,11.34.155.98,SMTP Server
2026-02-02 03:27:00.415594,Medium,51,CA,Spam,T1566,157.199.236.138,Email Server
2026-02-02 03:27:15.415594,High,86,JP,Command Injection,T1059,36.89.121.37,Shell Server
2026-02-02 03:30:24.415594,High,81,US,Command Injection,T1059,220.251.109.243,API Gateway
2026-02-02 03:40:47.415594,High,88,ID,SQL Injection,T1190,78.118.70.79,Web Application
2026-02-02 03:40:57.415594,Critical,96,AU,Malware Distribution,T1204,79.183.202.151,File Server
2026-02-02 03:42:06.415594,Low,33,US,Policy Violation,T1071,218.183.85.98,Web Gateway
2026-02-02 03:45:45.415594,Medium,53,CN,Spam,T1566,36.173.24.48,Mail Gateway
2026-02-02 03:49:22.415594,High,84,RU,Command Injection,T1059,35.153.152.15,API Gateway
2026-02-02 03:53:35.415594,Critical,92,SG,Malware Distribution,T1204,181.79.216.19,Email Server
2026-02-02 03:53:47.415594,High,79,CN,SQL Injection,T1190,4.156.237.231,Web Application
2026-02-02 03:55:34.415594,Low,25,RU,Policy Violation,T1071,100.246.107.119,Web Gateway
2026-02-02 03:57:10.415594,High,86,RU,SQL Injection,T1190,64.156.90.230,Web Application
2026-02-02 04:00:30.415594,Medium,72,ZA,Phishing,T1566,23.68.74.110,Email Server
2026-02-02 04:01:35.415594,High,86,NL,Command Injection,T1059,196.159.19.105,Web Application
2026-02-02 04:01:50.415594,High,82,ES,XSS Attack,T1059,139.18.217.121,Web Application
2026-02-02 04:09:52.415594,Critical,98,IN,Brute Force,T1110,65.193.81.71,FTP Server
2026-02-02 04:09:55.415594,High,81,RU,SQL Injection,T1190,81.93.13.87,Web Application
2026-02-02 04:15:16.415594,Low,41,US,Suspicious Activity,T1595,189.237.247.2,IDS/IPS
2026-02-02 04:15:39.415594,Low,25,CN,Cryptojacking,T1496,158.64.251.8,Web Server
2026-02-02 04:16:56.415594,Medium,52,RU,Spam,T1566,188.70.103.84,Email Server
2026-02-02 04:22:33.415594,High,89,BR,Port Scanning,T1046,130.212.112.182,Router
2026-02-02 04:25:51.415594,Low,29,CN,Policy Violation,T1071,105.29.142.212,Proxy Server
2026-02-02 04:32:55.415594,Medium,50,CN,Directory Traversal,T1083,83.191.22.149,Web Server
2026-02-02 04:34:36.415594,Medium,56,RU,Phishing,T1566,44.191.250.15,Email Server
2026-02-02 04:34:51.415594,Medium,73,DE,Directory Traversal,T1083,202.93.47.66,Application Server
2026-02-02 04:36:29.415594,High,80,RU,Command Injection,T1059,222.56.187.254,Shell Server
2026-02-02 04:39:38.415594,Medium,62,CN,Phishing,T1566,95.112.113.243,Mail Gateway
2026-02-02 04:41:41.415594,Low,34,RU,Policy Violation,T1071,153.144.117.14,Content Filter
2026-02-02 04:45:03.415594,Critical,97,JP,Malware Distribution,T1204,162.222.33.28,Web Server
2026-02-02 04:48:35.415594,High,85,US,Port Scanning,T1046,192.196.157.172,Network Infrastructure
2026-02-02 04:49:09.415594,Medium,63,US,Directory Traversal,T1083,222.80.195.219,File Server
2026-02-02 05:01:48.415594,Medium,65,DE,Spam,T1566,210.14.76.117,SMTP Server
2026-02-02 05:02:29.415594,Medium,54,ES,Directory Traversal,T1083,199.218.156.102,Web Server
2026-02-02 05:10:17.415594,Critical,94,BR,Brute Force,T1110,212.136.100.206,Web Application
2026-02-02 05:12:15.415594,Low,32,CN,Cryptojacking,T1496,217.140.54.212,End User
2026-02-02 05:16:22.415594,Low,36,IN,Policy Violation,T1071,204.33.175.163,Web Gateway
2026-02-02 05:18:57.415594,Medium,69,FR,Directory Traversal,T1083,144.217.42.49,Web Server
2026-02-02 05:22:16.415594,Low,45,NL,Suspicious Activity,T1595,148.110.46.101,IDS/IPS
2026-02-02 05:23:41.415594,Low,40,DE,Suspicious Activity,T1595,217.237.196.94,IDS/IPS
2026-02-02 05:23:59.415594,High,88,DE,Command Injection,T1059,138.116.136.10,Web Application
2026-02-02 05:24:14.415594,Low,43,IN,Cryptojacking,T1496,80.44.248.81,Web Server
2026-02-02 05:24:33.415594,Low,34,US,Policy Violation,T1071,8.60.17.151,Web Gateway
2026-02-02 05:39:22.415594,Low,30,AR,Policy Violation,T1071,181.83.232.202,Content Filter
2026-02-02 05:40:05.415594,Low,32,BR,Suspicious Activity,T1595,23.251.102.17,Network Infrastructure
2026-02-02 05:43:17.415594,High,81,GB,Port Scanning,T1046,97.220.242.143,Network Infrastructure
2026-02-02 05:48:43.415594,High,82,AE,Port Scanning,T1046,197.154.239.207,Firewall
2026-02-02 05:49:23.415594,High,88,CN,SQL Injection,T1190,160.40.195.71,Web Application
2026-02-02 05:52:24.415594,Medium,61,RU,Phishing,T1566,183.84.169.232,Email Server
2026-02-02 05:54:25.415594,High,80,MX,Command Injection,T1059,213.93.76.39,Shell Server
2026-02-02 06:00:35.415594,Low,25,US,Policy Violation,T1071,222.231.156.165,Web Gateway
2026-02-02 06:16:18.415594,Critical,90,CN,DDoS,T1498,128.73.0.184,Load Balancer
2026-02-02 06:21:49.415594,Low,30,CL,Suspicious Activity,T1595,191.219.213.135,Network Infrastructure
2026-02-02 06:34:39.415594,Low,47,US,Cryptojacking,T1496,223.198.72.32,End User
2026-02-02 06:37:24.415594,Medium,54,HK,Spam,T1566,216.175.115.251,Mail Gateway
2026-02-02 06:39:29.415594,Medium,67,IT,Phishing,T1566,218.212.183.140,Email Server
2026-02-02 06:39:49.415594,Low,38,US,Policy Violation,T1071,90.19.192.222,Proxy Server
2026-02-02 06:40:10.415594,Critical,93,DE,DDoS,T1498,193.195.120.155,Load Balancer
2026-02-02 06:42:06.415594,Medium,59,IN,Phishing,T1566,89.74.133.179,Email Server
2026-02-02 06:51:06.415594,Low,39,US,Cryptojacking,T1496,166.159.145.205,End User
2026-02-02 06:51:54.415594,Low,37,RU,Policy Violation,T1071,197.203.95.23,Proxy Server
2026-02-02 06:52:31.415594,Medium,55,RU,Reconnaissance,T1592,142.42.20.196,DNS Server
2026-02-02 06:54:51.415594,High,88,NL,Port Scanning,T1046,186.243.17.224,Router
2026-02-02 07:01:11.415594,Critical,91,FR,Malware Distribution,T1204,195.9.138.88,Email Server
2026-02-02 07:08:44.415594,High,89,US,Command Injection,T1059,197.124.5.70,Web Application
2026-02-02 07:11:38.415594,Critical,98,US,Brute Force,T1110,75.244.116.29,FTP Server
2026-02-02 07:24:36.415594,Low,36,CN,Policy Violation,T1071,151.55.80.131,Web Gateway
2026-02-02 07:24:53.415594,Medium,72,HK,Spam,T1566,123.49.181.207,SMTP Server
2026-02-02 07:27:57.415594,Medium,55,MX,Spam,T1566,203.138.130.203,Email Server
2026-02-02 07:28:59.415594,Medium,62,US,Directory Traversal,T1083,214.90.65.35,Application Server
2026-02-02 07:31:16.415594,Medium,62,AU,Reconnaissance,T1592,196.96.86.90,Web Server
2026-02-02 07:32:09.415594,Medium,53,CN,Reconnaissance,T1592,29.247.87.72,WHOIS Server
2026-02-02 07:33:59.415594,Critical,95,AU,DDoS,T1498,195.19.211.30,Load Balancer
2026-02-02 07:34:28.415594,Low,25,MX,Cryptojacking,T1496,142.114.157.114,Web Server
2026-02-02 07:40:55.415594,Low,29,BR,Suspicious Activity,T1595,114.114.220.94,IDS/IPS
2026-02-02 07:43:23.415594,Medium,60,RU,Directory Traversal,T1083,191.80.0.180,File Server
2026-02-02 07:44:38.415594,Medium,73,US,Phishing,T1566,115.43.116.123,Mail Gateway
2026-02-02 07:49:56.415594,Medium,52,IN,Directory Traversal,T1083,216.243.92.210,Web Server
2026-02-02 07:50:47.415594,Critical,94,RU,DDoS,T1498,5.49.8.137,DNS Server
2026-02-02 07:50:59.415594,Low,25,AU,Cryptojacking,T1496,206.62.121.138,End User
2026-02-02 08:01:07.415594,Low,35,RU,Suspicious Activity,T1595,12.27.246.211,Network Infrastructure
2026-02-02 08:04:18.415594,Medium,54,VN,Directory Traversal,T1083,150.37.107.235,Application Server
2026-02-02 08:07:31.415594,Critical,92,KR,DDoS,T1498,217.11.3.4,Load Balancer
2026-02-02 08:09:24.415594,Low,48,US,Policy Violation,T1071,79.235.233.189,Web Gateway
2026-02-02 08:22:37.415594,Medium,61,US,Spam,T1566,48.165.157.243,Email Server
2026-02-02 08:22:38.415594,Low,39,DE,Cryptojacking,T1496,208.171.62.204,End User
2026-02-02 08:28:11.415594,High,77,BR,SQL Injection,T1190,27.89.190.184,API Gateway
2026-02-02 08:29:02.415594,Low,35,BR,Suspicious Activity,T1595,147.49.0.229,IDS/IPS
2026-02-02 08:31:39.415594,High,80,KR,SQL Injection,T1190,171.203.5.144,API Gateway
2026-02-02 08:34:20.415594,Critical,95,IN,Brute Force,T1110,191.120.60.191,FTP Server
2026-02-02 08:36:02.415594,Medium,61,ES,Spam,T1566,222.40.57.3,SMTP Server
2026-02-02 08:43:16.415594,Low,38,IN,Suspicious Activity,T1595,189.215.103.24,Network Infrastructure
2026-02-02 08:55:17.415594,Low,47,US,Policy Violation,T1071,137.58.9.127,Web Gateway
2026-02-02 09:05:53.415594,Low,35,US,Suspicious Activity,T1595,210.92.122.192,IDS/IPS
2026-02-02 09:14:00.415594,Critical,99,CN,DDoS,T1498,209.150.83.249,API Gateway
2026-02-02 09:20:22.415594,Low,39,RU,Suspicious Activity,T1595,155.151.249.234,Network Infrastructure
2026-02-02 09:40:34.415594,Low,40,GB,Policy Violation,T1071,25.139.106.85,Content Filter
2026-02-02 09:40:37.415594,Low,36,RU,Suspicious Activity,T1595,31.209.190.233,Network Infrastructure
2026-02-02 09:49:31.415594,High,79,IN,Command Injection,T1059,156.63.214.158,Shell Server
2026-02-02 09:51:37.415594,Low,46,PL,Policy Violation,T1071,104.27.157.59,Web Gateway
2026-02-02 10:01:29.415594,Low,41,FR,Cryptojacking,T1496,162.56.192.186,End User
2026-02-02 10:02:20.415594,Medium,61,RU,Reconnaissance,T1592,202.133.9.224,Web Server
2026-02-02 10:03:30.415594,Medium,69,BR,Directory Traversal,T1083,175.0.213.101,Application Server
2026-02-02 10:21:49.415594,Medium,59,RU,Spam,T1566,202.96.203.149,SMTP Server
2026-02-02 10:39:27.415594,Low,25,US,Suspicious Activity,T1595,13.97.96.187,Network Infrastructure
2026-02-02 10:45:48.415594,Critical,90,IN,Brute Force,T1110,182.84.103.138,SSH Server
2026-02-02 10:51:34.415594,Medium,51,IT,Phishing,T1566,196.55.124.242,Mail Gateway
2026-02-02 10:51:48.415594,Low,49,BR,Policy Violation,T1071,195.211.170.243,Web Gateway
2026-02-02 10:58:38.415594,Medium,52,RU,Reconnaissance,T1592,165.123.181.10,DNS Server
2026-02-02 11:03:15.415594,Medium,66,US,Reconnaissance,T1592,76.198.114.47,WHOIS Server
2026-02-02 11:06:57.415594,High,81,CN,SQL Injection,T1190,157.2.94.58,API Gateway
2026-02-02 11:09:52.415594,Low,40,US,Cryptojacking,T1496,74.89.35.64,Cloud Instance
2026-02-02 11:12:33.415594,High,75,CL,SQL Injection,T1190,138.44.135.118,API Gateway
2026-02-02 11:16:33.415594,Medium,71,DE,Phishing,T1566,91.124.111.10,End User
2026-02-02 11:24:17.415594,Medium,72,MX,Directory Traversal,T1083,52.133.197.205,File Server
2026-02-02 11:28:16.415594,High,77,VN,XSS Attack,T1059,179.106.127.57,Web Application
2026-02-02 11:30:07.415594,High,75,RU,XSS Attack,T1059,216.207.77.61,CMS
2026-02-02 11:31:31.415594,High,78,JP,Port Scanning,T1046,200.45.147.4,Firewall
2026-02-02 11:31:44.415594,Critical,99,GB,Brute Force,T1110,223.52.253.188,SSH Server
2026-02-02 11:32:47.415594,High,80,FR,Command Injection,T1059,181.22.252.10,Shell Server
2026-02-02 11:37:37.415594,High,85,SA,Command Injection,T1059,25.130.120.96,API Gateway
2026-02-02 11:37:45.415594,High,79,PL,Command Injection,T1059,95.153.234.196,API Gateway
2026-02-02 11:43:50.415594,Critical,99,DE,Brute Force,T1110,197.78.194.28,Web Application
2026-02-02 11:44:28.415594,Medium,61,CN,Phishing,T1566,215.152.29.15,Mail Gateway
2026-02-02 11:45:26.415594,Low,37,RU,Policy Violation,T1071,128.188.138.172,Web Gateway
2026-02-02 11:47:17.415594,Low,48,SG,Cryptojacking,T1496,187.188.219.234,Web Server
2026-02-02 11:48:26.415594,High,79,RU,Port Scanning,T1046,6.91.13.226,Router
2026-02-02 11:50:28.415594,Critical,90,KR,Brute Force,T1110,56.11.50.38,FTP Server
2026-02-02 11:55:05.415594,Critical,92,BR,DDoS,T1498,166.89.95.7,DNS Server
2026-02-02 11:55:17.415594,High,88,US,Port Scanning,T1046,174.243.108.74,Router
2026-02-02 12:03:33.415594,High,82,FR,SQL Injection,T1190,27.161.252.26,Web Application
2026-02-02 12:12:55.415594,Medium,66,MX,Directory Traversal,T1083,223.184.106.191,Application Server
2026-02-02 12:25:03.415594,High,89,CN,SQL Injection,T1190,168.165.174.31,Database Server
2026-02-02 12:25:06.415594,Low,32,RU,Policy Violation,T1071,119.252.65.228,Proxy Server
2026-02-02 12:26:19.415594,Low,41,VN,Policy Violation,T1071,179.134.60.238,Web Gateway
2026-02-02 12:30:59.415594,Medium,61,IN,Phishing,T1566,73.254.169.180,Mail Gateway
2026-02-02 12:34:36.415594,Critical,95,RU,Brute Force,T1110,130.103.173.134,Web Application
2026-02-02 12:35:34.415594,High,85,ES,XSS Attack,T1059,151.122.247.12,API Gateway
2026-02-02 12:39:23.415594,Medium,73,CN,Phishing,T1566,217.120.160.14,Mail Gateway
2026-02-02 12:54:27.415594,High,79,US,Port Scanning,T1046,186.134.251.174,Network Infrastructure
2026-02-02 12:55:34.415594,High,89,RU,XSS Attack,T1059,158.125.194.140,Web Application
2026-02-02 12:55:57.415594,High,76,US,Port Scanning,T1046,162.21.147.100,Network Infrastructure
2026-02-02 12:56:00.415594,High,79,US,SQL Injection,T1190,182.101.158.155,Web Application
2026-02-02 13:01:35.415594,Low,36,CN,Cryptojacking,T1496,42.20.133.92,End User
2026-02-02 13:08:23.415594,High,77,US,SQL Injection,T1190,25.79.38.184,Database Server
2026-02-02 13:11:54.415594,Critical,90,IN,DDoS,T1498,70.13.17.243,Load Balancer
2026-02-02 13:16:21.415594,Low,42,PL,Cryptojacking,T1496,217.231.5.178,End User
2026-02-02 13:21:54.415594,Low,41,US,Cryptojacking,T1496,65.45.221.83,Cloud Instance
2026-02-02 13:24:44.415594,High,89,ES,Port Scanning,T1046,85.150.22.28,Network Infrastructure
2026-02-02 13:28:36.415594,Critical,94,RU,DDoS,T1498,157.135.244.169,API Gateway
2026-02-02 13:39:04.415594,High,80,TR,SQL Injection,T1190,190.6.46.210,Database Server
2026-02-02 13:50:53.415594,Medium,61,ES,Reconnaissance,T1592,74.18.104.47,DNS Server
2026-02-02 13:52:40.415594,High,76,CN,SQL Injection,T1190,49.251.117.130,API Gateway
2026-02-02 13:57:26.415594,High,80,SG,Port Scanning,T1046,197.238.192.240,Network Infrastructure
2026-02-02 14:01:47.415594,High,87,JP,Command Injection,T1059,18.210.253.123,Web Application
2026-02-02 14:04:46.415594,Low,45,HK,Cryptojacking,T1496,193.20.27.162,Cloud Instance
2026-02-02 14:07:31.415594,Low,33,SA,Cryptojacking,T1496,212.244.132.217,Cloud Instance
2026-02-02 14:10:39.415594,Medium,62,IN,Reconnaissance,T1592,175.173.109.24,WHOIS Server
2026-02-02 14:12:58.415594,Low,25,CN,Policy Violation,T1071,100.183.209.89,Proxy Server
2026-02-02 14:14:05.415594,Medium,58,IT,Spam,T1566,196.30.12.195,Email Server
2026-02-02 14:14:54.415594,Low,30,CA,Policy Violation,T1071,23.230.236.97,Web Gateway
2026-02-02 14:23:22.415594,Low,29,US,Policy Violation,T1071,222.241.151.77,Proxy Server
2026-02-02 14:34:21.415594,Medium,59,JP,Reconnaissance,T1592,222.89.248.65,WHOIS Server
2026-02-02 14:38:01.415594,Critical,99,IN,Brute Force,T1110,222.44.103.111,FTP Server
2026-02-02 14:41:55.415594,Critical,96,RU,Malware Distribution,T1204,196.78.196.224,File Server
2026-02-02 14:51:56.415594,Medium,69,IN,Reconnaissance,T1592,214.176.1.152,DNS Server
2026-02-02 14:53:57.415594,High,75,DE,Command Injection,T1059,202.140.87.234,API Gateway
2026-02-02 14:54:11.415594,Medium,65,IT,Phishing,T1566,185.156.156.242,Email Server
2026-02-02 14:58:12.415594,Low,34,US,Policy Violation,T1071,208.221.173.146,Proxy Server
2026-02-02 15:04:05.415594,Critical,91,JP,Brute Force,T1110,196.47.179.227,Web Application
2026-02-02 15:08:39.415594,Low,42,BR,Suspicious Activity,T1595,219.210.196.9,Network Infrastructure
2026-02-02 15:21:53.415594,High,78,CN,XSS Attack,T1059,207.168.84.45,API Gateway
2026-02-02 15:27:51.415594,Medium,59,GB,Reconnaissance,T1592,58.240.205.140,DNS Server
2026-02-02 15:35:34.415594,Low,27,US,Cryptojacking,T1496,148.27.246.49,Web Server
2026-02-02 15:35:48.415594,High,79,CN,SQL Injection,T1190,156.224.141.182,Web Application
2026-02-02 15:40:02.415594,Low,49,CN,Policy Violation,T1071,111.99.2.18,Content Filter
2026-02-02 15:42:06.415594,Low,41,BR,Policy Violation,T1071,220.46.190.189,Web Gateway
2026-02-02 15:45:33.415594,High,89,US,XSS Attack,T1059,43.198.128.40,Web Application
2026-02-02 15:57:43.415594,Medium,53,GB,Directory Traversal,T1083,139.81.88.209,Application Server
2026-02-02 16:02:24.415594,Low,47,CN,Policy Violation,T1071,198.207.162.21,Web Gateway
2026-02-02 16:05:52.415594,Low,28,CN,Cryptojacking,T1496,129.5.14.133,Web Server
2026-02-02 16:11:50.415594,Medium,50,DE,Reconnaissance,T1592,148.203.54.179,DNS Server
2026-02-02 16:12:21.415594,Low,44,US,Policy Violation,T1071,213.40.115.26,Web Gateway
2026-02-02 16:13:02.415594,Critical,100,ES,Malware Distribution,T1204,137.133.61.109,Email Server
2026-02-02 16:15:23.415594,Medium,60,KR,Directory Traversal,T1083,134.252.168.31,Application Server
2026-02-02 16:23:02.415594,High,78,SG,XSS Attack,T1059,221.153.30.17,API Gateway
2026-02-02 16:32:09.415594,Low,34,BR,Cryptojacking,T1496,175.174.45.28,Cloud Instance
2026-02-02 16:36:12.415594,Critical,96,JP,Malware Distribution,T1204,101.139.28.144,Email Server
2026-02-02 16:36:46.415594,Medium,69,ID,Directory Traversal,T1083,180.234.51.179,Application Server
2026-02-02 16:37:31.415594,High,75,CN,SQL Injection,T1190,204.147.94.176,Database Server
2026-02-02 16:39:00.415594,Medium,74,US,Directory Traversal,T1083,76.112.180.119,Web Server
2026-02-02 16:40:19.415594,Medium,59,RU,Reconnaissance,T1592,202.138.31.45,Web Server
2026-02-02 16:41:59.415594,Low,42,IN,Cryptojacking,T1496,87.59.151.188,Web Server
2026-02-02 16:43:43.415594,High,84,CA,Command Injection,T1059,112.82.77.90,Shell Server
2026-02-02 16:46:07.415594,Low,47,BR,Policy Violation,T1071,26.60.2.186,Web Gateway
2026-02-02 16:51:06.415594,High,86,CN,Command Injection,T1059,17.221.203.119,API Gateway
2026-02-02 16:54:49.415594,Low,45,GB,Suspicious Activity,T1595,47.123.233.83,IDS/IPS
2026-02-02 16:55:22.415594,Low,36,RU,Cryptojacking,T1496,115.205.71.145,Web Server
2026-02-02 17:08:08.415594,Low,26,KR,Policy Violation,T1071,121.152.69.115,Proxy Server
2026-02-02 17:09:51.415594,Low,27,JP,Policy Violation,T1071,220.14.18.69,Web Gateway
2026-02-02 17:16:01.415594,Critical,92,JP,Malware Distribution,T1204,205.226.249.1,CDN
2026-02-02 17:19:32.415594,Medium,52,RU,Reconnaissance,T1592,211.88.136.73,DNS Server
2026-02-02 17:20:32.415594,Low,29,IN,Cryptojacking,T1496,74.11.109.104,End User
2026-02-02 17:28:17.415594,Low,26,DE,Cryptojacking,T1496,24.254.12.204,Web Server
2026-02-02 17:30:19.415594,Critical,98,IN,DDoS,T1498,135.96.15.235,API Gateway
2026-02-02 17:34:08.415594,Low,42,CA,Cryptojacking,T1496,213.157.176.7,Cloud Instance
2026-02-02 17:34:09.415594,Critical,97,BR,Malware Distribution,T1204,215.49.252.72,Web Server
2026-02-02 17:34:50.415594,Medium,64,CL,Reconnaissance,T1592,70.87.204.249,DNS Server
2026-02-02 17:39:52.415594,Low,25,CN,Policy Violation,T1071,53.248.149.36,Content Filter
2026-02-02 17:39:58.415594,Medium,59,US,Phishing,T1566,124.76.138.89,Email Server
2026-02-02 17:43:33.415594,Medium,51,CN,Phishing,T1566,199.53.51.177,End User
2026-02-02 17:43:59.415594,High,86,BR,Port Scanning,T1046,179.92.47.97,Network Infrastructure
2026-02-02 17:44:14.415594,High,75,US,SQL Injection,T1190,7.159.34.207,API Gateway
2026-02-02 17:49:00.415594,Critical,94,BR,DDoS,T1498,24.176.223.220,Load Balancer
2026-02-02 17:57:34.415594,High,84,CA,Command Injection,T1059,96.141.234.233,API Gateway
2026-02-02 18:02:39.415594,Medium,52,US,Directory Traversal,T1083,183.136.199.37,File Server
2026-02-02 18:03:42.415594,High,79,RU,XSS Attack,T1059,196.223.244.52,Web Application
2026-02-02 18:03:54.415594,Low,27,BR,Policy Violation,T1071,139.12.237.168,Proxy Server
2026-02-02 18:05:45.415594,Low,38,RU,Cryptojacking,T1496,200.5.253.15,Web Server
2026-02-02 18:07:54.415594,Low,34,IN,Suspicious Activity,T1595,206.135.73.77,IDS/IPS
2026-02-02 18:16:18.415594,Medium,59,KR,Spam,T1566,212.227.49.108,Mail Gateway
2026-02-02 18:18:33.415594,Critical,90,FR,Brute Force,T1110,174.60.136.57,Web Application
2026-02-02 18:18:58.415594,Medium,63,KR,Directory Traversal,T1083,197.21.46.36,Web Server
2026-02-02 18:19:18.415594,High,78,IN,XSS Attack,T1059,214.244.139.153,API Gateway
2026-02-02 18:21:27.415594,Medium,63,RU,Reconnaissance,T1592,182.203.225.206,WHOIS Server
2026-02-02 18:27:32.415594,Medium,57,US,Reconnaissance,T1592,217.142.6.55,DNS Server
2026-02-02 18:38:01.415594,High,81,CL,XSS Attack,T1059,204.69.145.185,CMS
2026-02-02 18:38:03.415594,Medium,53,ID,Reconnaissance,T1592,52.145.98.81,DNS Server
2026-02-02 18:41:50.415594,Low,35,DE,Cryptojacking,T1496,152.38.149.103,End User
2026-02-02 18:44:48.415594,Medium,52,CN,Spam,T1566,62.234.16.10,SMTP Server
2026-02-02 18:52:09.415594,High,79,GB,Port Scanning,T1046,134.18.169.16,Firewall
2026-02-02 18:59:05.415594,Low,33,NL,Policy Violation,T1071,154.19.64.186,Web Gateway
2026-02-02 19:00:07.415594,High,86,RU,SQL Injection,T1190,213.164.1.242,Database Server
2026-02-02 19:00:24.415594,Critical,91,DE,Brute Force,T1110,215.88.137.18,FTP Server
2026-02-02 19:01:21.415594,Critical,96,FR,Brute Force,T1110,42.60.44.28,SSH Server
2026-02-02 19:04:17.415594,High,83,RU,Port Scanning,T1046,201.181.102.138,Firewall
2026-02-02 19:05:45.415594,Low,33,IN,Cryptojacking,T1496,222.79.36.168,Web Server
2026-02-02 19:12:35.415594,High,88,RU,Port Scanning,T1046,136.209.255.244,Firewall
2026-02-02 19:21:27.415594,Critical,93,US,Brute Force,T1110,150.106.131.90,RDP Server
2026-02-02 19:28:26.415594,High,85,US,Command Injection,T1059,119.101.54.39,Web Application
2026-02-02 19:35:44.415594,Low,30,DE,Policy Violation,T1071,160.198.65.213,Proxy Server
2026-02-02 19:45:56.415594,Low,37,JP,Suspicious Activity,T1595,206.141.132.4,Network Infrastructure
2026-02-02 19:50:45.415594,Critical,94,BR,Brute Force,T1110,94.175.140.153,Web Application
2026-02-02 20:04:15.415594,Low,36,BR,Suspicious Activity,T1595,80.14.245.76,Network Infrastructure
2026-02-02 20:06:46.415594,Low,31,IN,Policy Violation,T1071,155.140.32.223,Proxy Server
2026-02-02 20:06:59.415594,Medium,71,CN,Phishing,T1566,172.72.172.246,Mail Gateway
